STATEFP,GEOID,NAME,NAMELSAD,FIPS,RADII,STORMID,BASIN,STORMNUM,ADVNUM,STARTDTG,ENDDTG
37,37187,Washington,Washington County,37187,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13031,Bulloch,Bulloch County,13031,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13309,Wheeler,Wheeler County,13309,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37049,Craven,Craven County,37049,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45041,Florence,Florence County,45041,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37195,Wilson,Wilson County,37195,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37061,Duplin,Duplin County,37061,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13321,Worth,Worth County,13321,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12035,Flagler,Flagler County,12035,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45085,Sumter,Sumter County,45085,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45075,Orangeburg,Orangeburg County,45075,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13107,Emanuel,Emanuel County,13107,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12071,Lee,Lee County,12071,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13071,Colquitt,Colquitt County,13071,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13245,Richmond,Richmond County,13245,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37165,Scotland,Scotland County,37165,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37085,Harnett,Harnett County,37085,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12107,Putnam,Putnam County,12107,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12065,Jefferson,Jefferson County,12065,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13179,Liberty,Liberty County,13179,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37017,Bladen,Bladen County,37017,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37177,Tyrrell,Tyrrell County,37177,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37143,Perquimans,Perquimans County,37143,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12075,Levy,Levy County,12075,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13315,Wilcox,Wilcox County,13315,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37095,Hyde,Hyde County,37095,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45067,Marion,Marion County,45067,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37101,Johnston,Johnston County,37101,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13235,Pulaski,Pulaski County,13235,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37015,Bertie,Bertie County,37015,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37079,Greene,Greene County,37079,34.0,AL102023,al,10.0,000,2023082612,2023090806
13,13069,Coffee,Coffee County,13069,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37129,New Hanover,New Hanover County,37129,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37147,Pitt,Pitt County,37147,34.0,AL102023,al,10.0,000,2023082612,2023090806
12,12105,Polk,Polk County,12105,34.0,AL102023,al,10.0,000,2023082612,2023090806
45,45029,Colleton,Colleton County,45029,34.0,AL102023,al,10.0,000,2023082612,2023090806
37,37141,Pender,Pender County,37141,34.0,AL102023,al,10.0,000,2023082612,2023090806
