STATEFP,GEOID,NAME,NAMELSAD,FIPS,RADII,STORMID,BASIN,STORMNUM,ADVNUM,STARTDTG,ENDDTG
45,45053,Jasper,Jasper County,45053,34.0,AL052019,al,5.0,000,2019082406,2019090900
37,37041,Chowan,Chowan County,37041,34.0,AL052019,al,5.0,000,2019082406,2019090900
51,51800,Suffolk,Suffolk city,51800,34.0,AL052019,al,5.0,000,2019082406,2019090900
37,37117,Martin,Martin County,37117,34.0,AL052019,al,5.0,000,2019082406,2019090900
12,12061,Indian River,Indian River County,12061,34.0,AL052019,al,5.0,000,2019082406,2019090900
51,51131,Northampton,Northampton County,51131,34.0,AL052019,al,5.0,000,2019082406,2019090900
72,72089,Luquillo,Luquillo Municipio,72089,34.0,AL052019,al,5.0,000,2019082406,2019090900
13,13191,McIntosh,McIntosh County,13191,34.0,AL052019,al,5.0,000,2019082406,2019090900
45,45017,Calhoun,Calhoun County,45017,34.0,AL052019,al,5.0,000,2019082406,2019090900
13,13127,Glynn,Glynn County,13127,34.0,AL052019,al,5.0,000,2019082406,2019090900
51,51650,Hampton,Hampton city,51650,34.0,AL052019,al,5.0,000,2019082406,2019090900
37,37047,Columbus,Columbus County,37047,34.0,AL052019,al,5.0,000,2019082406,2019090900
51,51810,Virginia Beach,Virginia Beach city,51810,34.0,AL052019,al,5.0,000,2019082406,2019090900
78,78030,St. Thomas,St. Thomas Island,78030,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37013,Beaufort,Beaufort County,37013,64.0,AL052019,al,5.0,000,2019082406,2019090900
45,45015,Berkeley,Berkeley County,45015,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37031,Carteret,Carteret County,37031,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37137,Pamlico,Pamlico County,37137,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37049,Craven,Craven County,37049,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37177,Tyrrell,Tyrrell County,37177,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37095,Hyde,Hyde County,37095,64.0,AL052019,al,5.0,000,2019082406,2019090900
45,45019,Charleston,Charleston County,45019,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37129,New Hanover,New Hanover County,37129,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37141,Pender,Pender County,37141,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37133,Onslow,Onslow County,37133,64.0,AL052019,al,5.0,000,2019082406,2019090900
45,45051,Horry,Horry County,45051,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37103,Jones,Jones County,37103,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37019,Brunswick,Brunswick County,37019,64.0,AL052019,al,5.0,000,2019082406,2019090900
45,45043,Georgetown,Georgetown County,45043,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37055,Dare,Dare County,37055,64.0,AL052019,al,5.0,000,2019082406,2019090900
37,37047,Columbus,Columbus County,37047,64.0,AL052019,al,5.0,000,2019082406,2019090900
78,78030,St. Thomas,St. Thomas Island,78030,50.0,AL052019,al,5.0,000,2019082406,2019090900
72,72049,Culebra,Culebra Municipio,72049,50.0,AL052019,al,5.0,000,2019082406,2019090900
45,45089,Williamsburg,Williamsburg County,45089,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37013,Beaufort,Beaufort County,37013,50.0,AL052019,al,5.0,000,2019082406,2019090900
45,45035,Dorchester,Dorchester County,45035,50.0,AL052019,al,5.0,000,2019082406,2019090900
45,45015,Berkeley,Berkeley County,45015,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37029,Camden,Camden County,37029,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37139,Pasquotank,Pasquotank County,37139,50.0,AL052019,al,5.0,000,2019082406,2019090900
37,37163,Sampson,Sampson County,37163,50.0,AL052019,al,5.0,000,2019082406,2019090900
